LON,LAT,EDO,CLAVE,ESTACION,may-20
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",144.53
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",208.91
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",102
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",6
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",0.5
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del Río, Chih. SGT*",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",15
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",0
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",18
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",42
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",3
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",1
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",10.5
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0.11
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",0.6
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",1.51
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",9.65
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",0
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",31.19
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",1.1
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",3.5
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",5.01
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",3
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",2.31
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",0.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",8.6
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",17.51
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",30.51
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",0
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",4.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",8.9
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",8
-104.43,29.583333,CHIH,OJINAGAC,"Ojinaga Río Conchos, Chih. CILA*",5.5
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",17.04
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",4.25
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",13.21
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.02
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",0
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",1
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",2.23
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",1.01
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",3.7
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",17.13
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",3.03
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",162.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",93.51
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",140.52
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",199.5
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",79.5
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",541.23
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",189.42
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",229.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",92.2
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",409.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",352.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",119.71
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",378.7
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",131.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",206.92
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",134.51
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",139.6
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",363.51
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",153.4
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",256.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",199.02
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",247.4
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",192.3
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",358.3
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",641
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",320.7
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",582.2
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",122.6
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",283.34
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",343.52
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",164.2
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",347.1
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",136.6
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",141.5
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",468.1
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",468.1
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",143.6
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",208.4
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",114.8
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",172.73
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",59.7
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",242.51
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",84.9
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",120
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",421
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",271.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",72.6
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",72.6
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",354.1
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",230.64
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",114.6
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",225
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",197.4
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",170.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",377.7
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",562.6
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",220.3
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",179.41
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",226.81
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",164.71
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",341.8
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",236.3
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",559.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",287.6
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",238
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",79.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",125.9
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",992
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",128.71
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",192
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",68.5
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",132.3
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",100.2
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",107.71
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",112.34
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",311.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",163.6
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",54.02
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",53.6
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0.32
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",13.5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",9.81
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",55.51
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",94.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",60
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.01
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",10.02
-100.954444,29.329167,COAH,LasVacasC,"Las Vacas Ciudad Acuña, Coah. CILA*",42
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",3.53
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",28.5
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",43.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",111.01
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",58.51
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",70.75
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",3
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",14.9
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",19
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",54
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",119.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",26
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",47
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",2.82
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",15.2
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0.04
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",97.52
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0.01
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",3.4
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",2.5
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",1.8
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0.3
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0.254
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",2.4
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",7
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",13.45
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",20.08
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",28.01
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",19.4
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",18.46
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",58.26
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",15.12
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",0
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",37.85
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",27.94
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",19.62
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la Atmósfera CENAPRED, Cd. de Méx SMN*",42
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",89.65
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",36.58
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",29.2
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",20.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",23.61
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",35.81
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",20.59
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",81.06
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",12.69
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",3
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",18.78
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",13.97
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de Méx. UNAM*",22.76
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",42.42
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",32.5
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",41.13
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",37.6
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",9.4
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",1.27
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",18.54
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",45.5
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",38.35
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",86.87
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",40.13
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",35.57
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",76.66
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",51.82
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",42.41
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",56.35
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",81.27
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",47.11
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",30.69
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",67.05
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",37.08
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",19.8
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",1.01
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",36.58
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",60.97
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",20.05
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",74.16
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",32.77
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",67.05
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",75.22
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",44.21
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",18.01
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",31.49
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",28.96
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",23.62
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",44.45
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",74.68
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",44.2
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",62.49
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",43.43
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",45.47
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",45.47
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",14.49
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",10.91
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",15.23
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",54.09
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",47.79
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",90.27
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",6.61
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",47.74
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",12.44
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",26.93
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",53.84
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",31
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",48.26
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",18.28
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",31.97
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",15.24
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",58.93
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",56.9
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",26.67
