LON,LAT,EDO,CLAVE,ESTACION,may-22
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",0.31
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",0
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",0
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",0
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",0
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",0
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",0.2
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",2.05
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0.01
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",1.25
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",0
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0.05
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.31
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",0
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",0.41
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",3.02
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",3.01
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",0
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",171.3
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",67.7
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",177.7
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",210.8
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",71.6
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",158.2
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",160.4
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",222.8
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",391.2
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",80.5
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",64.4
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",158.3
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",137.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",138.7
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",181.1
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",75
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",195.3
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",180.88
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",143.2
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",85.8
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",343.3
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",93.8
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",137.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",157.5
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",156
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",229.8
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",215.3
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",334.1
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",101.3
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",572.6
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",586.4
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",325
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",166.8
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",465.7
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",471.8
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",382.4
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",67.6
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",69.1
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",101.6
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",80
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",83.3
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",85.9
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",175.5
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",174.5
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",81.1
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",80.51
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",232
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",93.4
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",135.3
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",182.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",223.5
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",191.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",96.1
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",116.9
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",89
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",81.8
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",225.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",100.7
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",82.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",58.5
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",180.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",121.8
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",119.1
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",216.8
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",207.2
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",100.9
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",120.8
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",305.9
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",162.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",113.8
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",323.9
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",129.2
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",219.8
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",165.3
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",0.25
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",259.2
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",316.6
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",160.9
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",146.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",177.2
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",81.6
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",155.46
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",101.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",90.1
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",117
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",37.9
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",1.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",23.5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",17.6
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",195.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",6.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",143
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.01
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",17
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",67.939
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0.01
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",8.61
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",29
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",63.2
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",24
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",57.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",8.8
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",8.2
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",29
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",42.52
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",35
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.31
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",8
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",6
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",89.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",7
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0.01
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0.8
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",4
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",2.2
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",8.3
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",2.01
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0.02
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",30.22
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",14.918
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",23.82
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",20.89
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",20.87
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",27.18
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",18.28
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",44.96
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",19.5
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",45.21
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",5.84
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",114.3
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",82.3
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",21.71
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",24.6
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",25.14
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",25.7
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",16.73
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",11.06
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",4.06
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",9.2
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",43.94
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",28.7
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",23.62
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",35.81
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",4.3
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",10.52
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",10.15
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",31.5
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",11.94
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",18.554
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",13.79
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",15.23
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",28.45
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",14.57
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",20.44
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",37.3
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",18.54
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",5.84
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",15.99
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",12.2
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",67.81
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",37.34
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",12.19
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",17.02
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",22.61
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",10.91
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",18.04
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",17.52
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",19.31
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",18.79
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",24.38
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",72.38
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",27.18
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",76.71
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",19.81
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",21.08
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",5.06
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",15.75
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",22.17
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",17.27
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",29.46
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",14.48
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",7.37
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",7.6
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",27.18
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",12.44
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",68.793
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",20.476
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",0.76
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",36.58
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",23.37
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",5.58
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",12.44
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",34.02
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",26.93
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",21.59
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",17.52
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",30.23
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",0
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",29.72
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",0.25
-99.189444,19.503333,DF,UAMAZC,"Universidad Autónoma Metropolitana Azcapotzalco, Cd. de Méx. UNAM*",65.2
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SEGIAGUA",26.93
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",14.32
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",1
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",3.01
-104.768611,24.978611,DGO,CDCDR,"Coneto de Comonfort, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",4.52
