LON,LAT,EDO,CLAVE,ESTACION,oct-22
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",75.7
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",130.5
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",193.94
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",555.4
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",477.6
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",362.6
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",559.9
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",462.6
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",263.8
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",63.3
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",134.2
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",450.6
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",189.3
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",77.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",108.23
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",443.7
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",449
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",129.8
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",156
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",94.1
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",85
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",291.8
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",261.9
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",242.33
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",242.1
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",69.5
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",53.7
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",92.5
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",33.9
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",81.2
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",59
-93.369167,17.455,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco, Chis. SGT*",489.1
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",436.2
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",110.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",68
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",65.5
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",495.1
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",383.7
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",342
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",95.2
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",40.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",55.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",87.8
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",613.49
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",49.5
-93.102778,17.4975,CHIS,RIOJANEIRO,"Río de Janeiro, Chis. SGT*",702.4
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",520.8
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",63.7
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",493.9
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",39.7
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",42.6
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",47.7
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",57.7
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",85.3
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",62.9
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",105.3
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",193.8
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",184.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",697.8
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",165.2
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",62.8
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",160.7
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",210.1
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",155.9
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",86.1
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",695.1
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",48.76
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",300.6
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",294.59
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",106.5
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",73.3
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",97.4
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",90.4
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",267.3
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",55.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",193.98
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",64.1
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",176
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",145.6
-92.799722,17.270833,CHIS,ZACATONAL,"Zacatonal de Juárez, Chis. SGT*",0.1
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",66.9
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",5.51
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",52.7
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",11.71
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",80.01
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",31.51
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",70
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",9.55
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",39.01
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",61.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",57.3
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",7.53
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",19.7
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",38.38
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",70.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",30.02
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",37.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",61.1
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",63.2
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",51.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",2
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",2
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",6.63
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",39.61
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",14.91
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",60
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",92.5
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",147.72
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",150
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",90.34
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",89.71
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",169.81
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",121.5
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",97.2
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",150.06
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",21.078
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",80.52
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",210.32
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",81.98
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",275.9
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",203.6
-104.1,18.936111,COL,RDRCM,"Radar, Col.",276.11
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",122.5
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",179.04
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",89.51
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",91.44
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",62.87
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",64.849
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",92.44
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",67.42
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",43.62
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",4.83
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",100.06
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",64.25
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",56.81
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",57.4
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",62.47
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",35.81
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",90.42
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",0
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",63.4
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",93.98
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",87.78
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",69.68
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",115.565
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",44.18
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",21
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",77.47
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",118.35
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",122.43
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",95.25
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",49.3
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",38.04
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",5.08
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",46.21
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",97.34
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",82.68
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",43.87
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",68.08
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",74.92
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",109.74
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",37.55
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",36.83
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",62.72
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",17.53
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",62.98
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",80.52
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",68.06
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",59.69
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",90.68
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",39.88
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",107.95
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",66.54
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",75.15
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",124.45
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",43.43
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",64.76
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",62.24
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",79.24
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",102.1
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",50.8
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",108.96
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",68.83
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",111.77
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",50.81
