LON,LAT,EDO,CLAVE,ESTACION,jul-23
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",10
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0.01
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0.61
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",3.62
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",1.5
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",10
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",6.6
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",29.13
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",1
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",24.01
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",10
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",23.81
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",94.61
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",301.4
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",145.5
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",195.5
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",248.7
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",209.45
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",183.5
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",166.01
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",153
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",93.2
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",10
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",185.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",194.6
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",58
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",122.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",27
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",8.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",73.701
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",73.72
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",11
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",47
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",88
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",89
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",13.73
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",19
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",27.8
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",10.9
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",97.03
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",155.66
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",5.01
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",17.11
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",164.53
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",0.5
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",48.33
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",23.11
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",18.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",69.4
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",119.03
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",114.52
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",11.4
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",15.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",9
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",39.61
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",39.62
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",18.8
-104.43,29.583333,CHIH,OJINAGAC,"Ojinaga Río Conchos, Chih. CILA*",6
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0.01
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0.03
-104.74,29.5,CHIH,PEGUIS,"Pegüis, Chih. SGT*",7.75
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",29.22
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",23.1
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",60.91
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",8.01
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",23.54
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",156.32
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0.07
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",188.21
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",214.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",201.5
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",224.7
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",210.5
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",261.1
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",119.2
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",144.1
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",492.58
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",164.08
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",187.2
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",112.5
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",233.9
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",169.21
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",263.3
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",3
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",205.1
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",151.28
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",345
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",426.3
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",384.9
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",187.5
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",166
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",73.6
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",128.67
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",407.3
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",520
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",357.8
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",166
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",375
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",371.5
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",509
-92.358056,15.180833,CHIS,FSCCP,"Finca San Cristóbal, Chis.",267.4
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",160.7
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",304.9
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",466.4
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",261.9
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",350.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",394.6
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",311.91
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",177.6
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",21.9
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",269.9
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",290.4
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",505.2
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",205.16
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",201.96
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",481.2
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",218.8
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",242.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",286.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",224.2
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",224.2
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",338.5
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",149.9
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",245.13
-92.794167,15.714444,CHIS,PRUSIA,"Prusia, Chis. SGT*",808.8
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",123.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",151.2
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",426.51
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",324.7
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",149.2
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",352
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",589.21
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",101.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",123.1
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",95.2
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",343.8
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",359.4
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",281
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",313.4
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",274.6
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",201.1
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",165
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",66.8
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",244.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",153.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",176.3
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",245.2
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",312.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",263.6
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",232.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",253.2
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",200.79
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",228.6
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",224.1
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",152.01
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",328.8
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",368.7
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",114.21
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",170
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",10
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",7.7
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",28
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",5
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",27
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",42.51
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",30
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",25.92
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",81.7
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",16.8
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",36.72
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",14.01
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",50.4
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",14
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",70.7
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",51.25
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",41.1
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",15
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",102.51
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",10
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",30.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",61.4
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",83.2
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",44.41
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",83.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",285.51
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",222.94
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",205.1
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",150.83
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",149.25
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",141.91
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",249.81
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",131.37
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",116.332
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",7.6
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",116.3
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",142.23
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",159.12
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",180.4
-104.1,18.936111,COL,RDRCM,"Radar, Col.",123.7
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",169.7
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",51.04
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",229.53
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",214.11
-99.174167,19.240833,DF,AMC,"Academia Méx.cana de Ciencias, Cd. de Méx. UNAM*",125.09
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",116.4
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",103.465
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",82.75
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",99.86
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",159.12
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",81.02
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",13.5
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",172.04
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",57.92
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",93.9
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",82.29
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",178.54
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",152.2
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",149.63
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",216.34
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",120.55
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",121.451
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",92.87
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",31.5
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",112.53
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",1.5
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",266.68
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",170.15
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",100.35
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",259.6
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",105.8
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",86.44
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",87.65
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",6.61
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",101.07
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",105.064
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",67.51
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",112.24
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",177.52
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",85.32
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",101.29
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",197
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",59.02
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",97.96
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",72.18
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0.5
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",154.93
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",174.99
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",97.01
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",84.07
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",77.94
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",97.48
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",113.53
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",112.69
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",178.32
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",95.39
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",92.45
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",126.24
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",138.95
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",79.82
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",241.79
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",129.02
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",119.63
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",26.25
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",77.42
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",114.28
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",121.94
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",146.31
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",101.3
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",78.8
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",104.89
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",207.94
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",147.809
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",73.09
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",195.56
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",258.06
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",75.93
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",160.95
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",116.35
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",94.42
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",257.54
