LON,LAT,EDO,CLAVE,ESTACION,oct-21
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",15.93
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",11.02
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",0.8
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",14.5
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",21.41
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",4.4
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",1.8
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",3.96
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",25
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",26
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",60
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",26.91
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",28.6
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",13
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",36.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",19
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",15.92
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",20.81
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",17.3
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",13.03
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",112.02
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",13.13
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",170.6
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",134.51
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",106.75
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",34.67
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",83.4
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",37.61
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",14.22
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",110.998
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",71.4
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",86.12
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",27
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",38.41
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",51.5
-104.1,18.936111,COL,RDRCM,"Radar, Col.",110.03
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",311.1
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",103.02
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",109.03
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",156.45
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",40.11
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",20.22
-99.059722,19.383611,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de Méx. UNAM*",41.05
-99.140278,19.484167,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de Méx. UNAM*",43.41
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",85.34
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",120.65
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",6.35
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",60.3
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",129.28
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",43.94
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",30.46
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",44.46
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",86.91
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",81.7
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",9.89
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",93.3
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",54.02
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0.5
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",47.4
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",51.05
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",0
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",55.13
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",105.67
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",150.37
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",36.4
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",125.49
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",49.48
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de Méx. UNAM*",71.846
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",38.85
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",112.3
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",14.73
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",37.85
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",79.707
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",85.86
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",53.34
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",107.69
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",37.55
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",33.01
-99.071667,19.415,DF,PANTITLAN,"Pantitlán, Cd. de Méx. UNAM*",46.52
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",37.09
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",51.31
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",44.2
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",62.73
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",29.73
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",44.45
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",44.96
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",43.43
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",61.46
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",86.87
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",30.97
-99.134722,19.273333,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",60.8
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",148.83
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",61.97
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",45.21
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",2.53
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",37.84
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",25.4
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",50.78
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",67.06
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",69.07
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",92.2
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",50.02
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de Méx. UNAM*",102.91
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",36.57
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",95
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",95.76
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",27.43
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",49.4
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",24.89
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",21.6
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",25.603
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",94.442
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",71.62
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",91.95
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",80.5
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",21.59
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",19.56
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",46.49
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",89.91
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",51.82
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",44.44
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",77.22
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",47.47
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",57.91
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",2.52
